COUNTY,LANE_TYPE,RURAL_URBAN,ROAD_MILES,TRAVEL_MVM,TOTAL_CRASHES,PDO_CRASHES,INJURY_CRASHES,FATAL_CRASHES,VICTIM_KILLED,VICTIM_INJURED,,,,,,,,,,,,,,,,,,,,,,
MRN,     SUBTOTAL,RURAL ,44.5 ,43.0 ,27 ,8 ,19 ,0 ,0 ,21 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     2 AND 3 LN EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     4+ DIV EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     NON FWY,RURAL ,44.5 ,43.0 ,27 ,8 ,19 ,0 ,0 ,21 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     TOTAL,RURAL ,44.5 ,43.0 ,27 ,8 ,19 ,0 ,0 ,21 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      2 AND 3 LN,URBAN,8.5 ,33.5 ,27 ,11 ,16 ,0 ,0 ,16 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      4+ DIV,URBAN,1.7 ,16.9 ,8 ,3 ,5 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     SUBTOTAL,URBAN,10.2 ,50.4 ,35 ,14 ,21 ,0 ,0 ,23 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     4+ DIV EXP,URBAN,6.5 ,134.1 ,50 ,31 ,19 ,0 ,0 ,23 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     NON FWY,URBAN,16.7 ,184.5 ,85 ,45 ,40 ,0 ,0 ,46 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     FREEWAY,URBAN,29.2 ,"1,343.5 ",769 ,518 ,248 ,3 ,3 ,344 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     TOTAL,URBAN,45.9 ,"1,528.0 ",854 ,563 ,288 ,3 ,3 ,390 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      2 AND 3 LN,COUNTYWIDE,53.0 ,76.4 ,54 ,19 ,35 ,0 ,0 ,37 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      4+ UND,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,      4+ DIV,COUNTYWIDE,1.7 ,16.9 ,8 ,3 ,5 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     SUBTOTAL,COUNTYWIDE,54.7 ,93.3 ,62 ,22 ,40 ,0 ,0 ,44 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     2 AND 3 LN EXP,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     4+ DIV EXP,COUNTYWIDE,6.5 ,134.1 ,50 ,31 ,19 ,0 ,0 ,23 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     NON FWY,COUNTYWIDE,61.2 ,227.4 ,112 ,53 ,59 ,0 ,0 ,67 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     FREEWAY,COUNTYWIDE,29.2 ,"1,343.5 ",769 ,518 ,248 ,3 ,3 ,344 ,,,,,,,,,,,,,,,,,,,,,,
MRN,     TOTAL,COUNTYWIDE,90.4 ,"1,570.9 ",881 ,571 ,307 ,3 ,3 ,411 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      2 AND 3 LN,RURAL ,71.9 ,193.5 ,276 ,166 ,105 ,5 ,6 ,157 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      4+ UND,RURAL ,0.3 ,1.8 ,4 ,4 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      4+ DIV,RURAL ,3.5 ,51.4 ,53 ,27 ,26 ,0 ,0 ,37 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     SUBTOTAL,RURAL ,75.7 ,246.7 ,333 ,197 ,131 ,5 ,6 ,194 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     2 AND 3 LN EXP,RURAL ,4.6 ,36.4 ,34 ,20 ,12 ,2 ,2 ,20 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     4+ DIV EXP,RURAL ,5.5 ,81.5 ,73 ,45 ,28 ,0 ,0 ,41 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     NON FWY,RURAL ,85.7 ,364.6 ,440 ,262 ,171 ,7 ,8 ,255 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     TOTAL,RURAL ,85.7 ,364.6 ,440 ,262 ,171 ,7 ,8 ,255 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      2 AND 3 LN,URBAN,6.6 ,19.4 ,32 ,19 ,12 ,1 ,1 ,24 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      4+ UND,URBAN,0.2 ,1.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      4+ DIV,URBAN,8.1 ,85.4 ,111 ,55 ,54 ,2 ,2 ,92 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     SUBTOTAL,URBAN,14.8 ,105.8 ,143 ,74 ,66 ,3 ,3 ,116 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     4+ DIV EXP,URBAN,6.8 ,100.5 ,45 ,24 ,21 ,0 ,0 ,35 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     NON FWY,URBAN,21.6 ,206.3 ,188 ,98 ,87 ,3 ,3 ,151 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     FREEWAY,URBAN,4.5 ,119.7 ,72 ,45 ,27 ,0 ,0 ,33 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     TOTAL,URBAN,26.2 ,326.0 ,260 ,143 ,114 ,3 ,3 ,184 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      2 AND 3 LN,COUNTYWIDE,78.5 ,212.8 ,308 ,185 ,117 ,6 ,7 ,181 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      4+ UND,COUNTYWIDE,0.4 ,2.9 ,4 ,4 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
NAP,      4+ DIV,COUNTYWIDE,11.6 ,136.7 ,164 ,82 ,80 ,2 ,2 ,129 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     SUBTOTAL,COUNTYWIDE,90.5 ,352.4 ,476 ,271 ,197 ,8 ,9 ,310 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     2 AND 3 LN EXP,COUNTYWIDE,4.6 ,36.4 ,34 ,20 ,12 ,2 ,2 ,20 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     4+ DIV EXP,COUNTYWIDE,12.3 ,182.0 ,118 ,69 ,49 ,0 ,0 ,76 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     NON FWY,COUNTYWIDE,107.4 ,570.9 ,628 ,360 ,258 ,10 ,11 ,406 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     FREEWAY,COUNTYWIDE,4.5 ,119.7 ,72 ,45 ,27 ,0 ,0 ,33 ,,,,,,,,,,,,,,,,,,,,,,
NAP,     TOTAL,COUNTYWIDE,111.9 ,690.6 ,700 ,405 ,285 ,10 ,11 ,439 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      2 AND 3 LN,RURAL ,47.0 ,72.1 ,134 ,70 ,60 ,4 ,4 ,73 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      4+ UND,RURAL ,1.3 ,8.5 ,13 ,9 ,4 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      4+ DIV,RURAL ,0.4 ,2.4 ,2 ,2 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     SUBTOTAL,RURAL ,48.8 ,83.1 ,149 ,81 ,64 ,4 ,4 ,80 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     2 AND 3 LN EXP,RURAL ,13.9 ,63.8 ,42 ,29 ,13 ,0 ,0 ,17 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     4+ DIV EXP,RURAL ,1.9 ,17.3 ,6 ,4 ,1 ,1 ,1 ,3 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     NON FWY,RURAL ,64.6 ,164.2 ,197 ,114 ,78 ,5 ,5 ,100 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     FREEWAY,RURAL ,22.2 ,239.6 ,202 ,147 ,51 ,4 ,7 ,74 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     TOTAL,RURAL ,86.8 ,403.7 ,399 ,261 ,129 ,9 ,12 ,174 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      2 AND 3 LN,URBAN,17.0 ,76.4 ,95 ,55 ,37 ,3 ,3 ,57 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      4+ UND,URBAN,0.1 ,0.6 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      4+ DIV,URBAN,0.8 ,7.0 ,9 ,6 ,3 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     SUBTOTAL,URBAN,17.9 ,83.9 ,104 ,61 ,40 ,3 ,3 ,61 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     2 AND 3 LN EXP,URBAN,3.3 ,8.4 ,10 ,8 ,2 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     4+ DIV EXP,URBAN,1.5 ,10.7 ,30 ,20 ,10 ,0 ,0 ,13 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     NON FWY,URBAN,22.6 ,103.1 ,144 ,89 ,52 ,3 ,3 ,78 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     FREEWAY,URBAN,19.0 ,213.8 ,141 ,96 ,44 ,1 ,1 ,67 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     TOTAL,URBAN,41.7 ,316.8 ,285 ,185 ,96 ,4 ,4 ,145 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      2 AND 3 LN,COUNTYWIDE,64.0 ,148.5 ,229 ,125 ,97 ,7 ,7 ,130 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      4+ UND,COUNTYWIDE,1.4 ,9.1 ,13 ,9 ,4 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
NEV,      4+ DIV,COUNTYWIDE,1.2 ,9.4 ,11 ,8 ,3 ,0 ,0 ,4 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     SUBTOTAL,COUNTYWIDE,66.6 ,167.0 ,253 ,142 ,104 ,7 ,7 ,141 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     2 AND 3 LN EXP,COUNTYWIDE,17.2 ,72.2 ,52 ,37 ,15 ,0 ,0 ,21 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     4+ DIV EXP,COUNTYWIDE,3.4 ,28.0 ,36 ,24 ,11 ,1 ,1 ,16 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     NON FWY,COUNTYWIDE,87.3 ,267.2 ,341 ,203 ,130 ,8 ,8 ,178 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     FREEWAY,COUNTYWIDE,41.2 ,453.3 ,343 ,243 ,95 ,5 ,8 ,141 ,,,,,,,,,,,,,,,,,,,,,,
NEV,     TOTAL,COUNTYWIDE,128.5 ,720.6 ,684 ,446 ,225 ,13 ,16 ,319 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      2 AND 3 LN,RURAL ,3.3 ,12.8 ,29 ,10 ,18 ,1 ,1 ,24 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      4+ UND,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      4+ DIV,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     SUBTOTAL,RURAL ,3.3 ,12.8 ,29 ,10 ,18 ,1 ,1 ,24 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     2 AND 3 LN EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     4+ DIV EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     NON FWY,RURAL ,3.3 ,12.8 ,29 ,10 ,18 ,1 ,1 ,24 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     TOTAL,RURAL ,3.3 ,12.8 ,29 ,10 ,18 ,1 ,1 ,24 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      2 AND 3 LN,URBAN,18.1 ,148.0 ,82 ,42 ,39 ,1 ,1 ,45 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      4+ UND,URBAN,2.9 ,33.9 ,53 ,39 ,14 ,0 ,0 ,18 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      4+ DIV,URBAN,61.2 ,"1,054.1 ","1,050 ",486 ,546 ,18 ,18 ,817 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     SUBTOTAL,URBAN,82.2 ,"1,236.0 ","1,185 ",567 ,599 ,19 ,19 ,880 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     2 AND 3 LN EXP,URBAN,0.0 ,0.6 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     4+ DIV EXP,URBAN,2.9 ,64.7 ,35 ,11 ,23 ,1 ,1 ,35 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     NON FWY,URBAN,85.1 ,"1,301.3 ","1,220 ",578 ,622 ,20 ,20 ,915 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     FREEWAY,URBAN,187.2 ,"12,306.0 ","10,192 ","6,985 ","3,157 ",50 ,54 ,"4,392 ",,,,,,,,,,,,,,,,,,,,,,
ORA,     TOTAL,URBAN,272.3 ,"13,607.3 ","11,412 ","7,563 ","3,779 ",70 ,74 ,"5,307 ",,,,,,,,,,,,,,,,,,,,,,
ORA,      2 AND 3 LN,COUNTYWIDE,21.4 ,160.8 ,111 ,52 ,57 ,2 ,2 ,69 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      4+ UND,COUNTYWIDE,2.9 ,33.9 ,53 ,39 ,14 ,0 ,0 ,18 ,,,,,,,,,,,,,,,,,,,,,,
ORA,      4+ DIV,COUNTYWIDE,61.2 ,"1,054.1 ","1,050 ",486 ,546 ,18 ,18 ,817 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     SUBTOTAL,COUNTYWIDE,85.5 ,"1,248.8 ","1,214 ",577 ,617 ,20 ,20 ,904 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     2 AND 3 LN EXP,COUNTYWIDE,0.0 ,0.6 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     4+ DIV EXP,COUNTYWIDE,2.9 ,64.7 ,35 ,11 ,23 ,1 ,1 ,35 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     NON FWY,COUNTYWIDE,88.4 ,"1,314.1 ","1,249 ",588 ,640 ,21 ,21 ,939 ,,,,,,,,,,,,,,,,,,,,,,
ORA,     FREEWAY,COUNTYWIDE,187.2 ,"12,306.0 ","10,192 ","6,985 ","3,157 ",50 ,54 ,"4,392 ",,,,,,,,,,,,,,,,,,,,,,
ORA,     TOTAL,COUNTYWIDE,275.6 ,"13,620.1 ","11,441 ","7,573 ","3,797 ",71 ,75 ,"5,331 ",,,,,,,,,,,,,,,,,,,,,,
PLA,      2 AND 3 LN,RURAL ,45.7 ,151.4 ,134 ,76 ,56 ,2 ,3 ,94 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      4+ UND,RURAL ,2.9 ,20.1 ,3 ,2 ,1 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      4+ DIV,RURAL ,0.5 ,4.6 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     SUBTOTAL,RURAL ,49.1 ,176.1 ,137 ,78 ,57 ,2 ,3 ,96 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     2 AND 3 LN EXP,RURAL ,4.4 ,32.7 ,6 ,4 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     4+ DIV EXP,RURAL ,1.4 ,10.9 ,13 ,9 ,4 ,0 ,0 ,10 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     NON FWY,RURAL ,54.9 ,219.7 ,156 ,91 ,63 ,2 ,3 ,109 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     FREEWAY,RURAL ,49.0 ,573.2 ,350 ,226 ,121 ,3 ,3 ,164 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     TOTAL,RURAL ,103.8 ,792.9 ,506 ,317 ,184 ,5 ,6 ,273 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      2 AND 3 LN,URBAN,11.5 ,38.0 ,46 ,28 ,18 ,0 ,0 ,21 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      4+ UND,URBAN,1.8 ,7.7 ,15 ,10 ,5 ,0 ,0 ,7 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      4+ DIV,URBAN,4.6 ,41.8 ,62 ,41 ,21 ,0 ,0 ,36 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     SUBTOTAL,URBAN,17.9 ,87.6 ,123 ,79 ,44 ,0 ,0 ,64 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     4+ DIV EXP,URBAN,3.9 ,45.3 ,140 ,76 ,63 ,1 ,1 ,101 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     NON FWY,URBAN,21.8 ,132.9 ,263 ,155 ,107 ,1 ,1 ,165 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     FREEWAY,URBAN,27.6 ,"1,046.4 ",716 ,451 ,260 ,5 ,5 ,365 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     TOTAL,URBAN,49.4 ,"1,179.3 ",979 ,606 ,367 ,6 ,6 ,530 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      2 AND 3 LN,COUNTYWIDE,57.2 ,189.4 ,180 ,104 ,74 ,2 ,3 ,115 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      4+ UND,COUNTYWIDE,4.7 ,27.8 ,18 ,12 ,6 ,0 ,0 ,9 ,,,,,,,,,,,,,,,,,,,,,,
PLA,      4+ DIV,COUNTYWIDE,5.1 ,46.4 ,62 ,41 ,21 ,0 ,0 ,36 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     SUBTOTAL,COUNTYWIDE,67.0 ,263.7 ,260 ,157 ,101 ,2 ,3 ,160 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     2 AND 3 LN EXP,COUNTYWIDE,4.4 ,32.7 ,6 ,4 ,2 ,0 ,0 ,3 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     4+ DIV EXP,COUNTYWIDE,5.4 ,56.2 ,153 ,85 ,67 ,1 ,1 ,111 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     NON FWY,COUNTYWIDE,76.7 ,352.5 ,419 ,246 ,170 ,3 ,4 ,274 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     FREEWAY,COUNTYWIDE,76.5 ,"1,619.6 ","1,066 ",677 ,381 ,8 ,8 ,529 ,,,,,,,,,,,,,,,,,,,,,,
PLA,     TOTAL,COUNTYWIDE,153.3 ,"1,972.1 ","1,485 ",923 ,551 ,11 ,12 ,803 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      2 AND 3 LN,RURAL ,140.6 ,103.3 ,101 ,54 ,45 ,2 ,2 ,65 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      4+ UND,RURAL ,2.8 ,3.5 ,3 ,1 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      4+ DIV,RURAL ,4.1 ,10.4 ,18 ,13 ,5 ,0 ,0 ,5 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     SUBTOTAL,RURAL ,147.6 ,117.2 ,122 ,68 ,52 ,2 ,2 ,72 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     2 AND 3 LN EXP,RURAL ,32.7 ,30.1 ,32 ,13 ,17 ,2 ,3 ,32 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     4+ DIV EXP,RURAL ,1.5 ,1.1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     NON FWY,RURAL ,181.7 ,148.5 ,154 ,81 ,69 ,4 ,5 ,104 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     FREEWAY,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     TOTAL,RURAL ,181.7 ,148.5 ,154 ,81 ,69 ,4 ,5 ,104 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      2 AND 3 LN,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      4+ UND,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      4+ DIV,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     SUBTOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     2 AND 3 LN EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     4+ DIV EXP,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     NON FWY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     FREEWAY,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     TOTAL,URBAN,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      2 AND 3 LN,COUNTYWIDE,140.6 ,103.3 ,101 ,54 ,45 ,2 ,2 ,65 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      4+ UND,COUNTYWIDE,2.8 ,3.5 ,3 ,1 ,2 ,0 ,0 ,2 ,,,,,,,,,,,,,,,,,,,,,,
PLU,      4+ DIV,COUNTYWIDE,4.1 ,10.4 ,18 ,13 ,5 ,0 ,0 ,5 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     SUBTOTAL,COUNTYWIDE,147.6 ,117.2 ,122 ,68 ,52 ,2 ,2 ,72 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     2 AND 3 LN EXP,COUNTYWIDE,32.7 ,30.1 ,32 ,13 ,17 ,2 ,3 ,32 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     4+ DIV EXP,COUNTYWIDE,1.5 ,1.1 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     NON FWY,COUNTYWIDE,181.7 ,148.5 ,154 ,81 ,69 ,4 ,5 ,104 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     FREEWAY,COUNTYWIDE,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
PLU,     TOTAL,COUNTYWIDE,181.7 ,148.5 ,154 ,81 ,69 ,4 ,5 ,104 ,,,,,,,,,,,,,,,,,,,,,,
RIV,      2 AND 3 LN,RURAL ,229.7 ,442.0 ,389 ,192 ,189 ,8 ,8 ,265 ,,,,,,,,,,,,,,,,,,,,,,
RIV,      4+ UND,RURAL ,1.6 ,26.6 ,15 ,7 ,8 ,0 ,0 ,13 ,,,,,,,,,,,,,,,,,,,,,,
RIV,      4+ DIV,RURAL ,10.5 ,93.0 ,104 ,53 ,49 ,2 ,2 ,71 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     SUBTOTAL,RURAL ,241.8 ,561.6 ,508 ,252 ,246 ,10 ,10 ,349 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     2 AND 3 LN EXP,RURAL ,0.0 ,0.0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     4+ DIV EXP,RURAL ,27.2 ,193.1 ,143 ,84 ,55 ,4 ,6 ,82 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     NON FWY,RURAL ,269.0 ,754.7 ,651 ,336 ,301 ,14 ,16 ,431 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     FREEWAY,RURAL ,130.5 ,"2,323.4 ","1,308 ",937 ,357 ,14 ,15 ,503 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     TOTAL,RURAL ,399.5 ,"3,078.2 ","1,959 ","1,273 ",658 ,28 ,31 ,934 ,,,,,,,,,,,,,,,,,,,,,,
RIV,      2 AND 3 LN,URBAN,14.8 ,66.1 ,38 ,17 ,21 ,0 ,0 ,30 ,,,,,,,,,,,,,,,,,,,,,,
RIV,      4+ UND,URBAN,8.1 ,75.7 ,56 ,30 ,25 ,1 ,1 ,38 ,,,,,,,,,,,,,,,,,,,,,,
RIV,      4+ DIV,URBAN,25.8 ,192.2 ,292 ,121 ,166 ,5 ,5 ,269 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     SUBTOTAL,URBAN,48.7 ,333.9 ,386 ,168 ,212 ,6 ,6 ,337 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     2 AND 3 LN EXP,URBAN,0.9 ,26.4 ,35 ,24 ,11 ,0 ,0 ,14 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     4+ DIV EXP,URBAN,15.4 ,219.7 ,122 ,80 ,40 ,2 ,4 ,61 ,,,,,,,,,,,,,,,,,,,,,,
RIV,     NON FWY,URBAN,64.9 ,580.1 ,543 ,272 ,263 ,8 ,10 ,412 ,,,,,,,,,,,,,,,,,,,,,,
